year,election_type,office,district,contest,precinct,candidate,votes,suppressed
2009,municipal primary,Mayor,,South Jordan City Mayor,3540,BOB HILL,26,False
2009,municipal primary,Mayor,,South Jordan City Mayor,3540,W. KENT MONEY,34,False
2009,municipal primary,Mayor,,South Jordan City Mayor,3540,AARON V. OSMOND,31,False
2009,municipal primary,Mayor,,South Jordan City Mayor,3542,BOB HILL,3,False
2009,municipal primary,Mayor,,South Jordan City Mayor,3542,W. KENT MONEY,27,False
2009,municipal primary,Mayor,,South Jordan City Mayor,3542,AARON V. OSMOND,28,False
2009,municipal primary,Mayor,,South Jordan City Mayor,3550,BOB HILL,5,False
2009,municipal primary,Mayor,,South Jordan City Mayor,3550,W. KENT MONEY,30,False
2009,municipal primary,Mayor,,South Jordan City Mayor,3550,AARON V. OSMOND,8,False
2011,municipal general,Council,1,South Jordan City Council District 1,SJD016,MARK SEETHALER,58,False
2011,municipal general,Council,1,South Jordan City Council District 1,SJD016,JIM WRIGHT,89,False
2011,municipal general,Council,1,South Jordan City Council District 1,SJD016,Write-in,0,False
2011,municipal general,Council,1,South Jordan City Council District 1,SJD017,MARK SEETHALER,99,False
2011,municipal general,Council,1,South Jordan City Council District 1,SJD017,JIM WRIGHT,28,False
2011,municipal general,Council,1,South Jordan City Council District 1,SJD017,Write-in,1,False
2011,municipal general,Council,1,South Jordan City Council District 1,SJD018,MARK SEETHALER,94,False
2011,municipal general,Council,1,South Jordan City Council District 1,SJD018,JIM WRIGHT,32,False
2011,municipal general,Council,1,South Jordan City Council District 1,SJD018,Write-in,5,False
2011,municipal general,Council,1,South Jordan City Council District 1,SJD019,MARK SEETHALER,309,False
2011,municipal general,Council,1,South Jordan City Council District 1,SJD019,JIM WRIGHT,54,False
2011,municipal general,Council,1,South Jordan City Council District 1,SJD019,Write-in,1,False
2011,municipal general,Council,1,South Jordan City Council District 1,SJD020,MARK SEETHALER,15,False
2011,municipal general,Council,1,South Jordan City Council District 1,SJD020,JIM WRIGHT,3,False
2011,municipal general,Council,1,South Jordan City Council District 1,SJD020,Write-in,0,False
2011,municipal general,Council,1,South Jordan City Council District 1,SJD021,MARK SEETHALER,84,False
2011,municipal general,Council,1,South Jordan City Council District 1,SJD021,JIM WRIGHT,35,False
2011,municipal general,Council,1,South Jordan City Council District 1,SJD021,Write-in,0,False
2011,municipal general,Council,1,South Jordan City Council District 1,SJD022,MARK SEETHALER,137,False
2011,municipal general,Council,1,South Jordan City Council District 1,SJD022,JIM WRIGHT,33,False
2011,municipal general,Council,1,South Jordan City Council District 1,SJD022,Write-in,1,False
2011,municipal general,Council,1,South Jordan City Council District 1,SJD037,MARK SEETHALER,81,False
2011,municipal general,Council,1,South Jordan City Council District 1,SJD037,JIM WRIGHT,35,False
2011,municipal general,Council,1,South Jordan City Council District 1,SJD037,Write-in,0,False
2011,municipal general,Council,2,South Jordan City Council District 2,SJD007,KATHIE JOHNSON,39,False
2011,municipal general,Council,2,South Jordan City Council District 2,SJD007,CHUCK NEWTON,56,False
2011,municipal general,Council,2,South Jordan City Council District 2,SJD007,Write-in,0,False
2011,municipal general,Council,2,South Jordan City Council District 2,SJD008,KATHIE JOHNSON,38,False
2011,municipal general,Council,2,South Jordan City Council District 2,SJD008,CHUCK NEWTON,44,False
2011,municipal general,Council,2,South Jordan City Council District 2,SJD008,Write-in,0,False
2011,municipal general,Council,2,South Jordan City Council District 2,SJD009,KATHIE JOHNSON,50,False
2011,municipal general,Council,2,South Jordan City Council District 2,SJD009,CHUCK NEWTON,69,False
2011,municipal general,Council,2,South Jordan City Council District 2,SJD009,Write-in,0,False
2011,municipal general,Council,2,South Jordan City Council District 2,SJD010,KATHIE JOHNSON,41,False
2011,municipal general,Council,2,South Jordan City Council District 2,SJD010,CHUCK NEWTON,101,False
2011,municipal general,Council,2,South Jordan City Council District 2,SJD010,Write-in,0,False
2011,municipal general,Council,2,South Jordan City Council District 2,SJD011,KATHIE JOHNSON,14,False
2011,municipal general,Council,2,South Jordan City Council District 2,SJD011,CHUCK NEWTON,37,False
2011,municipal general,Council,2,South Jordan City Council District 2,SJD011,Write-in,1,False
2011,municipal general,Council,2,South Jordan City Council District 2,SJD012,KATHIE JOHNSON,107,False
2011,municipal general,Council,2,South Jordan City Council District 2,SJD012,CHUCK NEWTON,89,False
2011,municipal general,Council,2,South Jordan City Council District 2,SJD012,Write-in,1,False
2011,municipal general,Council,2,South Jordan City Council District 2,SJD013,KATHIE JOHNSON,70,False
2011,municipal general,Council,2,South Jordan City Council District 2,SJD013,CHUCK NEWTON,159,False
2011,municipal general,Council,2,South Jordan City Council District 2,SJD013,Write-in,0,False
2011,municipal general,Council,2,South Jordan City Council District 2,SJD014,KATHIE JOHNSON,192,False
2011,municipal general,Council,2,South Jordan City Council District 2,SJD014,CHUCK NEWTON,74,False
2011,municipal general,Council,2,South Jordan City Council District 2,SJD014,Write-in,1,False
2011,municipal general,Council,2,South Jordan City Council District 2,SJD015,KATHIE JOHNSON,108,False
2011,municipal general,Council,2,South Jordan City Council District 2,SJD015,CHUCK NEWTON,88,False
2011,municipal general,Council,2,South Jordan City Council District 2,SJD015,Write-in,2,False
2011,municipal general,Council,4,South Jordan City Council District 4,SJD029,STEVE BARNES,63,False
2011,municipal general,Council,4,South Jordan City Council District 4,SJD029,ALETA A. TAYLOR,17,False
2011,municipal general,Council,4,South Jordan City Council District 4,SJD029,Write-in,0,False
2011,municipal general,Council,4,South Jordan City Council District 4,SJD030,STEVE BARNES,124,False
2011,municipal general,Council,4,South Jordan City Council District 4,SJD030,ALETA A. TAYLOR,11,False
2011,municipal general,Council,4,South Jordan City Council District 4,SJD030,Write-in,0,False
2011,municipal general,Council,4,South Jordan City Council District 4,SJD033,STEVE BARNES,88,False
2011,municipal general,Council,4,South Jordan City Council District 4,SJD033,ALETA A. TAYLOR,41,False
2011,municipal general,Council,4,South Jordan City Council District 4,SJD033,Write-in,0,False
2011,municipal general,Council,4,South Jordan City Council District 4,SJD036,STEVE BARNES,43,False
2011,municipal general,Council,4,South Jordan City Council District 4,SJD036,ALETA A. TAYLOR,41,False
2011,municipal general,Council,4,South Jordan City Council District 4,SJD036,Write-in,0,False
2011,municipal general,Council,4,South Jordan City Council District 4,SJD038,STEVE BARNES,91,False
2011,municipal general,Council,4,South Jordan City Council District 4,SJD038,ALETA A. TAYLOR,74,False
2011,municipal general,Council,4,South Jordan City Council District 4,SJD038,Write-in,0,False
2011,municipal general,Council,4,South Jordan City Council District 4,SJD039,STEVE BARNES,15,False
2011,municipal general,Council,4,South Jordan City Council District 4,SJD039,ALETA A. TAYLOR,9,False
2011,municipal general,Council,4,South Jordan City Council District 4,SJD039,Write-in,0,False
2011,municipal general,Council,4,South Jordan City Council District 4,SJD040,STEVE BARNES,63,False
2011,municipal general,Council,4,South Jordan City Council District 4,SJD040,ALETA A. TAYLOR,61,False
2011,municipal general,Council,4,South Jordan City Council District 4,SJD040,Write-in,0,False
2011,municipal general,Council,4,South Jordan City Council District 4,SJD041,STEVE BARNES,82,False
2011,municipal general,Council,4,South Jordan City Council District 4,SJD041,ALETA A. TAYLOR,63,False
2011,municipal general,Council,4,South Jordan City Council District 4,SJD041,Write-in,0,False
2011,municipal general,Council,4,South Jordan City Council District 4,SJD042,STEVE BARNES,20,False
2011,municipal general,Council,4,South Jordan City Council District 4,SJD042,ALETA A. TAYLOR,116,False
2011,municipal general,Council,4,South Jordan City Council District 4,SJD042,Write-in,1,False
2011,municipal primary,Council,2,South Jordan City Council District 2,SJD007,KATHIE JOHNSON,26,False
2011,municipal primary,Council,2,South Jordan City Council District 2,SJD007,ELWIN D. MANGUS,1,False
2011,municipal primary,Council,2,South Jordan City Council District 2,SJD007,CHUCK NEWTON,14,False
2011,municipal primary,Council,2,South Jordan City Council District 2,SJD008,KATHIE JOHNSON,16,False
2011,municipal primary,Council,2,South Jordan City Council District 2,SJD008,ELWIN D. MANGUS,2,False
2011,municipal primary,Council,2,South Jordan City Council District 2,SJD008,CHUCK NEWTON,20,False
2011,municipal primary,Council,2,South Jordan City Council District 2,SJD009,KATHIE JOHNSON,25,False
2011,municipal primary,Council,2,South Jordan City Council District 2,SJD009,ELWIN D. MANGUS,0,False
2011,municipal primary,Council,2,South Jordan City Council District 2,SJD009,CHUCK NEWTON,35,False
2011,municipal primary,Council,2,South Jordan City Council District 2,SJD010,KATHIE JOHNSON,18,False
2011,municipal primary,Council,2,South Jordan City Council District 2,SJD010,ELWIN D. MANGUS,5,False
2011,municipal primary,Council,2,South Jordan City Council District 2,SJD010,CHUCK NEWTON,74,False
2011,municipal primary,Council,2,South Jordan City Council District 2,SJD011,KATHIE JOHNSON,11,False
2011,municipal primary,Council,2,South Jordan City Council District 2,SJD011,ELWIN D. MANGUS,1,False
2011,municipal primary,Council,2,South Jordan City Council District 2,SJD011,CHUCK NEWTON,12,False
2011,municipal primary,Council,2,South Jordan City Council District 2,SJD012,KATHIE JOHNSON,40,False
2011,municipal primary,Council,2,South Jordan City Council District 2,SJD012,ELWIN D. MANGUS,2,False
2011,municipal primary,Council,2,South Jordan City Council District 2,SJD012,CHUCK NEWTON,49,False
2011,municipal primary,Council,2,South Jordan City Council District 2,SJD013,KATHIE JOHNSON,31,False
2011,municipal primary,Council,2,South Jordan City Council District 2,SJD013,ELWIN D. MANGUS,7,False
2011,municipal primary,Council,2,South Jordan City Council District 2,SJD013,CHUCK NEWTON,94,False
2011,municipal primary,Council,2,South Jordan City Council District 2,SJD014,KATHIE JOHNSON,107,False
2011,municipal primary,Council,2,South Jordan City Council District 2,SJD014,ELWIN D. MANGUS,2,False
2011,municipal primary,Council,2,South Jordan City Council District 2,SJD014,CHUCK NEWTON,26,False
2011,municipal primary,Council,2,South Jordan City Council District 2,SJD015,KATHIE JOHNSON,65,False
2011,municipal primary,Council,2,South Jordan City Council District 2,SJD015,ELWIN D. MANGUS,0,False
2011,municipal primary,Council,2,South Jordan City Council District 2,SJD015,CHUCK NEWTON,39,False
2011,municipal primary,Council,4,South Jordan City Council District 4,SJD029,STEVE BARNES,12,False
2011,municipal primary,Council,4,South Jordan City Council District 4,SJD029,DAN GALLI,1,False
2011,municipal primary,Council,4,South Jordan City Council District 4,SJD029,ALETA A. TAYLOR,9,False
2011,municipal primary,Council,4,South Jordan City Council District 4,SJD030,STEVE BARNES,42,False
2011,municipal primary,Council,4,South Jordan City Council District 4,SJD030,DAN GALLI,3,False
2011,municipal primary,Council,4,South Jordan City Council District 4,SJD030,ALETA A. TAYLOR,7,False
2011,municipal primary,Council,4,South Jordan City Council District 4,SJD033,STEVE BARNES,16,False
2011,municipal primary,Council,4,South Jordan City Council District 4,SJD033,DAN GALLI,49,False
2011,municipal primary,Council,4,South Jordan City Council District 4,SJD033,ALETA A. TAYLOR,28,False
2011,municipal primary,Council,4,South Jordan City Council District 4,SJD036,STEVE BARNES,16,False
2011,municipal primary,Council,4,South Jordan City Council District 4,SJD036,DAN GALLI,3,False
2011,municipal primary,Council,4,South Jordan City Council District 4,SJD036,ALETA A. TAYLOR,19,False
2011,municipal primary,Council,4,South Jordan City Council District 4,SJD038,STEVE BARNES,37,False
2011,municipal primary,Council,4,South Jordan City Council District 4,SJD038,DAN GALLI,5,False
2011,municipal primary,Council,4,South Jordan City Council District 4,SJD038,ALETA A. TAYLOR,46,False
2011,municipal primary,Council,4,South Jordan City Council District 4,SJD039,STEVE BARNES,6,False
2011,municipal primary,Council,4,South Jordan City Council District 4,SJD039,DAN GALLI,0,False
2011,municipal primary,Council,4,South Jordan City Council District 4,SJD039,ALETA A. TAYLOR,5,False
2011,municipal primary,Council,4,South Jordan City Council District 4,SJD040,STEVE BARNES,31,False
2011,municipal primary,Council,4,South Jordan City Council District 4,SJD040,DAN GALLI,6,False
2011,municipal primary,Council,4,South Jordan City Council District 4,SJD040,ALETA A. TAYLOR,50,False
2011,municipal primary,Council,4,South Jordan City Council District 4,SJD041,STEVE BARNES,14,False
2011,municipal primary,Council,4,South Jordan City Council District 4,SJD041,DAN GALLI,10,False
2011,municipal primary,Council,4,South Jordan City Council District 4,SJD041,ALETA A. TAYLOR,39,False
2011,municipal primary,Council,4,South Jordan City Council District 4,SJD042,STEVE BARNES,12,False
2011,municipal primary,Council,4,South Jordan City Council District 4,SJD042,DAN GALLI,0,False
2011,municipal primary,Council,4,South Jordan City Council District 4,SJD042,ALETA A. TAYLOR,93,False
2013,municipal general,Council,3,South Jordan City Council District 3,SJD001,DON SHELTON,282,False
2013,municipal general,Council,3,South Jordan City Council District 3,SJD001,BRIAN C. BUTTERS,68,False
2013,municipal general,Council,3,South Jordan City Council District 3,SJD001,Write-in,1,False
2013,municipal general,Council,3,South Jordan City Council District 3,SJD002,DON SHELTON,12,False
2013,municipal general,Council,3,South Jordan City Council District 3,SJD002,BRIAN C. BUTTERS,5,False
2013,municipal general,Council,3,South Jordan City Council District 3,SJD002,Write-in,0,False
2013,municipal general,Council,3,South Jordan City Council District 3,SJD003,DON SHELTON,204,False
2013,municipal general,Council,3,South Jordan City Council District 3,SJD003,BRIAN C. BUTTERS,98,False
2013,municipal general,Council,3,South Jordan City Council District 3,SJD003,Write-in,0,False
2013,municipal general,Council,3,South Jordan City Council District 3,SJD004,DON SHELTON,162,False
2013,municipal general,Council,3,South Jordan City Council District 3,SJD004,BRIAN C. BUTTERS,97,False
2013,municipal general,Council,3,South Jordan City Council District 3,SJD004,Write-in,0,False
2013,municipal general,Council,3,South Jordan City Council District 3,SJD005,DON SHELTON,130,False
2013,municipal general,Council,3,South Jordan City Council District 3,SJD005,BRIAN C. BUTTERS,93,False
2013,municipal general,Council,3,South Jordan City Council District 3,SJD005,Write-in,1,False
2013,municipal general,Council,3,South Jordan City Council District 3,SJD006,DON SHELTON,218,False
2013,municipal general,Council,3,South Jordan City Council District 3,SJD006,BRIAN C. BUTTERS,113,False
2013,municipal general,Council,3,South Jordan City Council District 3,SJD006,Write-in,2,False
2013,municipal general,Council,3,South Jordan City Council District 3,SJD024,DON SHELTON,148,False
